Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
d9a66f285d5410f50a4d6d806aeb36b8e0aaac3eab8db2e20a047a476e8d5d75,2017-03,Humberside Police,Humberside Police,-0.332121,53.742666,On or near SCALE LANE,E01033104,Kingston upon Hull 029E,Investigation complete; no suspect identified
5c28038ab2f74778da93ef1237de0cbe27d09c0ff6524d1b9aa10fa388b0996c,2017-03,Humberside Police,Humberside Police,-0.349640,53.771962,On or near CLAREMONT AVENUE,E01012766,Kingston upon Hull 012A,Investigation complete; no suspect identified
f90b7e2014910c8ee2231d5ff18691765179d17277d1dc18209abd1b5b06b4b5,2017-03,Humberside Police,Humberside Police,-0.108066,53.556939,On or near Supermarket,E01013211,North East Lincolnshire 015C,Investigation complete; no suspect identified
f60f06f5e9e3e88284d9d9cec9904c39273908fc4da11eaea1a351c888558081,2017-03,Humberside Police,Humberside Police,-0.315100,53.887881,On or near NURSERY WALK,E01012926,East Riding of Yorkshire 014B,Investigation complete; no suspect identified
07c7c923d8d2a741751808d82c7e521a1a175361e25b74c1fab074cd6ecc828a,2017-03,Humberside Police,Humberside Police,-0.130407,53.552912,On or near PERSHORE AVENUE,E01013227,North East Lincolnshire 013C,Investigation complete; no suspect identified
faea02cc3a59da7b42f0142966c54504f6034ebb2e590ccbf8be1abca9d51914,2017-03,Humberside Police,Humberside Police,-0.111129,53.555639,On or near SWINDERBY GARDENS,E01013212,North East Lincolnshire 015D,Investigation complete; no suspect identified
cc47d9fdf8d057f07637b7737ae113ec5e94307db8eb087d58b77f869fe4e321,2017-03,Humberside Police,Humberside Police,-0.409617,53.724735,On or near LAYERTHORPE ROAD,E01012882,Kingston upon Hull 033A,Investigation complete; no suspect identified
b73080bf01fa6e5d3ff9f4cba1dd0a523f7a38d7f21c692e2216fdc9b89b2c92,2017-03,Humberside Police,Humberside Police,-0.270285,53.770295,On or near MILNE ROAD,E01012837,Kingston upon Hull 010D,Investigation complete; no suspect identified
fa541f6e2bcd70a2ac604803aff81c8cb0ef23bcce92f40ecae3049acec3d433,2017-03,Humberside Police,Humberside Police,-0.370478,53.784778,On or near 8TH AVENUE,E01012880,Kingston upon Hull 008C,Investigation complete; no suspect identified
0906e49efa919f6eb29a437d92e1fa5795f9685079c8f374ed247ab538f7a6b5,2017-03,Humberside Police,Humberside Police,-0.338733,53.801835,On or near KELBERDALE CLOSE,E01033108,Kingston upon Hull 001I,Investigation complete; no suspect identified
78a2aba87dcb7c71b48b6730d847b65c4cc9192cd354c96b54f2889cf092cc0c,2017-03,Humberside Police,Humberside Police,-0.046137,53.568367,On or near GRIMSBY ROAD,E01013202,North East Lincolnshire 005D,Investigation complete; no suspect identified
0323258209d9016933972d55a461b98c943739c849e24da669557c4fd78e09bc,2017-03,Humberside Police,Humberside Police,-0.353057,53.781187,On or near SUTTON ROAD,E01012766,Kingston upon Hull 012A,Investigation complete; no suspect identified
9f1e8e3d2181b2dec9476fa82fb0e795f7199e049b607e83bc8783e73e21cf00,2017-03,Humberside Police,Humberside Police,-0.428330,53.750502,On or near HAZELBARROW DRIVE,E01013115,East Riding of Yorkshire 027D,Investigation complete; no suspect identified
5f2c139867f0defc063bebdd115b56f3da9c7aa2a6e646e66f346cf16aa8ca75,2017-03,Humberside Police,Humberside Police,-0.094876,53.565899,On or near MANDELA LINK,E01013221,North East Lincolnshire 003D,Investigation complete; no suspect identified
7791753a86874057de7026eab6cc418da5df28b826c478f0b195942547a6c8ad,2017-03,Humberside Police,Humberside Police,-0.870983,53.711273,On or near WESTFIELD AVENUE,E01012995,East Riding of Yorkshire 041B,Investigation complete; no suspect identified
8cfde81d086ba2528f9b97686ab162067fd96fa04fa871ef31d1916b304fe090,2017-03,Humberside Police,Humberside Police,-0.427589,53.746402,On or near HILDYARD CLOSE,E01013105,East Riding of Yorkshire 027A,Investigation complete; no suspect identified
4804371c0a5b23e30ac6adc1c1f81531a6455cb8ecaf2cb9f5527f7506a9dd5d,2017-03,Humberside Police,Humberside Police,-0.632190,53.518668,On or near KIRTON ROAD,E01013324,North Lincolnshire 021A,Investigation complete; no suspect identified
9033f9b34a194bfc967cf3be6ab575ba2111bdda5a4d26496f9125715d67e794,2017-03,Humberside Police,Humberside Police,-0.649352,53.562856,On or near COVERT ROAD,E01013236,North Lincolnshire 017A,Investigation complete; no suspect identified
c86a622596e5726063968f26d3a667ead9ff79fbcf7abf86c485a786466e121f,2017-03,Humberside Police,Humberside Police,-0.658183,53.585814,On or near NORWOOD AVENUE,E01013330,North Lincolnshire 008D,Investigation complete; no suspect identified
2afdc9c7038f1302dd9c5eeb7bcd53ac7fd66086bcd0301eeccfd454de461828,2017-03,Humberside Police,Humberside Police,-0.663831,53.862687,On or near SOUTHGATE COURT,E01013121,East Riding of Yorkshire 015B,Investigation complete; no suspect identified
ae256b5911576b6f0e2a4f3999d0a6a1114c04bf082cf87155672acbdf7d0eef,2017-03,Humberside Police,Humberside Police,-0.168273,53.905704,On or near BURTON LANE,E01013051,East Riding of Yorkshire 012E,Investigation complete; no suspect identified
f7d126061aab58f1b8abbb9cac7c39b20e829befea21362de72409859007005b,2017-03,Humberside Police,Humberside Police,-0.409617,53.724735,On or near LAYERTHORPE ROAD,E01012882,Kingston upon Hull 033A,Investigation complete; no suspect identified
2bea65465721707c8cc36fe11ba1d8145787b5e4fa3b26ada71389912e3fecd0,2017-03,Humberside Police,Humberside Police,-0.065803,53.567968,On or near KATHLEEN RICE CLOSE,E01013140,North East Lincolnshire 006B,Investigation complete; no suspect identified
70ef24d8bfe137a02818308130d84af5d8d863f4ff3d642e777dfdf81dfa62a2,2017-03,Humberside Police,Humberside Police,-0.320871,53.766223,On or near PENDEEN GROVE,E01012817,Kingston upon Hull 016D,Investigation complete; no suspect identified
b9e60b2383f30aa45ba7c35de159b90ec5026cd24934bd6a8e71971ba70ed0a2,2017-03,Humberside Police,Humberside Police,-0.371623,53.759516,On or near REGINA CRESCENT,E01012758,Kingston upon Hull 018A,Investigation complete; no suspect identified
b06c0ceae26711cb2ad852f9b6c48fd839aee499416af60dc3e772f9c6cbb0b0,2017-03,Humberside Police,Humberside Police,-0.198862,53.740144,On or near ST AUGUSTINE'S GATE,E01013095,East Riding of Yorkshire 029B,Investigation complete; no suspect identified
7e5d49b9fa54b291e1453cd448186938bb861d5e146faed1a08b9344447c72d2,2017-03,Humberside Police,Humberside Police,-0.140076,53.732558,On or near NORTH RISE,E01013033,East Riding of Yorkshire 033A,Investigation complete; no suspect identified
a992cd0ab5e28cc02a712d3c1cf1b65ddb6ec3fcd6415c4080af493448d90288,2017-03,Humberside Police,Humberside Police,-0.868645,53.704105,On or near CARLISLE STREET,E01013000,East Riding of Yorkshire 041C,Investigation complete; no suspect identified
37448370bf9d8c66fbebec1999ec5ac137f98ed47f4e35148b58fa355dbe1f05,2017-03,Humberside Police,Humberside Police,-0.423872,53.746425,On or near BROMPTON CLOSE,E01013106,East Riding of Yorkshire 043E,Investigation complete; no suspect identified
f4f790779afd1470c95a3963c26818ba870f35b7291b2b7d220c4f030708c23b,2017-03,Humberside Police,Humberside Police,-0.367488,53.750740,On or near BRANDESBURTON STREET,E01012757,Kingston upon Hull 025B,Investigation complete; no suspect identified
efb5c28cb1ea987b4341a49b874a58976ccd9e6f4e280589fdd85192015192af,2017-03,Humberside Police,Humberside Police,-0.117956,53.570876,On or near MATLOCK DRIVE,E01013144,North East Lincolnshire 004A,Investigation complete; no suspect identified
1ef3b1c1936ac9806cb869c651a265956f6ff978905d32a4a8b8be1c6bead57c,2017-03,Humberside Police,Humberside Police,-0.358469,53.763849,On or near Supermarket,E01012868,Kingston upon Hull 015B,Investigation complete; no suspect identified
77b6241fe53da6a420fcec0df98a714cf56f0edf20de401b8e4c6f608a6b215b,2017-03,Humberside Police,Humberside Police,-0.199602,53.740587,On or near Parking Area,E01013095,East Riding of Yorkshire 029B,Investigation complete; no suspect identified
1230fda84fd13975caaf09705f18882479cfe9906a75a5802ab9ecbc524a86fa,2017-03,Humberside Police,Humberside Police,-0.345378,53.748352,On or near PRYME STREET,E01012851,Kingston upon Hull 029A,Investigation complete; no suspect identified
7032a52518a430797e069a8af9b5c010218ced671c2828733fe3f6046dd74136,2017-03,Humberside Police,Humberside Police,-0.317348,53.777671,On or near ILCHESTER CLOSE,E01012906,Kingston upon Hull 004E,Investigation complete; no suspect identified
537f8d240e13f35d10e3145752108e80bf401d5f08a0114d3fadc3661dbbc2fc,2017-03,Humberside Police,Humberside Police,-0.343263,53.755100,On or near ST CLEMENTS PLACE,E01012856,Kingston upon Hull 024C,Investigation complete; no suspect identified
eed5ea453022d9fc641034c8b1c17bbc1b17ef2c132df68c676ca173eddf34b4,2017-03,Humberside Police,Humberside Police,-0.377948,53.787890,On or near ASHTON CLOSE,E01012875,Kingston upon Hull 003A,Investigation complete; no suspect identified
fb26042246a0f082ea8de4eb7fd47fcc0641a43403771d5226a8d3774ad9c4ed,2017-03,Humberside Police,Humberside Police,-0.635257,53.574346,On or near HEALEY ROAD,E01013311,North Lincolnshire 015C,Investigation complete; no suspect identified
ff471424c168d96e6635f2d76a44733bc3b8156dd74a39a64be038694dee78a5,2017-03,Humberside Police,Humberside Police,-0.335413,53.677756,On or near GREENGATE LANE,E01013303,North Lincolnshire 002A,Investigation complete; no suspect identified
b4fb137ce46a6db237ff7fc8b0e47256ad2c33f8f13c7c7b76ae726412cfb0c4,2017-03,Humberside Police,Humberside Police,-0.449270,53.776995,On or near A164,E01012954,East Riding of Yorkshire 022A,Investigation complete; no suspect identified
425e0f40e29dc9aded6303bed333c94a7724c45349a788b84090edf56df917f1,2017-03,Humberside Police,Humberside Police,-0.374694,53.746389,On or near LONGDEN STREET,E01012862,Kingston upon Hull 025E,Investigation complete; no suspect identified
1b512c9cdd8e4c9ef5338a5dc611131c83a9bc0f419b4b0d8ef2f18c2014bb15,2017-03,Humberside Police,Humberside Police,-0.364058,53.734810,On or near Parking Area,E01012889,Kingston upon Hull 030B,Investigation complete; no suspect identified
6274e18f26062fad842c35d90f062447117de2a79db8f0cab1146577bf57db88,2017-03,Humberside Police,Humberside Police,-0.677405,53.576913,On or near BRIDGEWATER ROAD,E01013279,North Lincolnshire 012A,Investigation complete; no suspect identified
c60e787fed300c200aa0127ccfeafc36c96c61203d68912a12ddeeef6ac7152a,2017-03,Humberside Police,Humberside Police,-0.112863,53.515302,On or near SUNNINGDALE,E01013214,North East Lincolnshire 023B,Investigation complete; no suspect identified
2f860f7f44480f4bdcc8cd0538d8cd21d6dd83f40949d1057e863bd0d3e07334,2017-03,Humberside Police,Humberside Police,-0.504095,53.553181,On or near SWIFT DRIVE,E01013274,North Lincolnshire 013A,Investigation complete; no suspect identified
87d377a4d510e8b306280c141b4035cb020a72742d2c25b23e503297f2babcfc,2017-03,Humberside Police,Humberside Police,-0.668168,54.020924,On or near MERE GRANGE,E01013125,East Riding of Yorkshire 008E,Investigation complete; no suspect identified
3412f4428b6e470123609f7c48137336c6fea8142a9b75fd2e55239ba325a6ec,2017-03,Humberside Police,Humberside Police,-0.459855,53.723719,On or near BOOTHFERRY ROAD,E01013005,East Riding of Yorkshire 036A,Investigation complete; no suspect identified
e2f5215b3903d4df8984bac3fd4e9a8e0b67f43baf05dfb01e3a73df76a86e67,2017-03,Humberside Police,Humberside Police,-0.504095,53.553181,On or near SWIFT DRIVE,E01013274,North Lincolnshire 013A,Investigation complete; no suspect identified
d333cd6bd4e25dda27ceb512763314742493141ec105876fd19b7932758a071e,2017-03,Humberside Police,Humberside Police,-0.388310,53.742087,On or near KEMPTON ROAD,E01012860,Kingston upon Hull 031B,Investigation complete; no suspect identified
db823f45d1b99dc32c8f72e0ffcbdc223212545c4397eb0b35eb6aa1ea7e76da,2017-03,Humberside Police,Humberside Police,-0.268247,53.640172,On or near ST CRISPINS CLOSE,E01013308,North Lincolnshire 004C,Investigation complete; no suspect identified
6e72974a1bdb574504d2a7d5cc471a6fdb00a910947768bad034ff7412c6c7bf,2017-03,Humberside Police,Humberside Police,-0.268247,53.640172,On or near ST CRISPINS CLOSE,E01013308,North Lincolnshire 004C,Investigation complete; no suspect identified
f4612440c3f903f69b9c459ba6ae12296ae40f4ede74931b2a784432e0e27cb4,2017-03,Humberside Police,Humberside Police,-0.144640,53.733923,On or near TRINITY CLOSE,E01013028,East Riding of Yorkshire 031A,Investigation complete; no suspect identified
662671ed92dd0d41ed7ab4c8735df6af31049c73d96d37dada84a1eee6ad359d,2017-03,Humberside Police,Humberside Police,-0.407371,53.786154,On or near LINDEN AVENUE,E01012955,East Riding of Yorkshire 023B,Investigation complete; no suspect identified
53f928603562ceda4279fa903402c70bbaf53426251aa3ffdaad0fcd8c0fc46b,2017-03,Humberside Police,Humberside Police,-0.375956,53.738828,On or near SANDLEMERE CLOSE,E01033110,Kingston upon Hull 031G,Investigation complete; no suspect identified
77af623f4194fbf91eda7034aaecb0c893f62a68e9b6bbaad5a3baea0671914f,2017-03,Humberside Police,Humberside Police,-0.409617,53.724735,On or near LAYERTHORPE ROAD,E01012882,Kingston upon Hull 033A,Investigation complete; no suspect identified
7fe56d2a95576fc66597064557c7a474f4166a48b6a64a2b70f98ec915e0077e,2017-03,Humberside Police,Humberside Police,-0.422031,53.721915,On or near OWEN AVENUE,E01013008,East Riding of Yorkshire 034A,Investigation complete; no suspect identified
bb25d874021fd820c44cf8fb4712cf17167840e76c20f0382862354c81251433,2017-03,Humberside Police,Humberside Police,-0.367256,53.758306,On or near PARKSIDE CLOSE,E01012758,Kingston upon Hull 018A,Investigation complete; no suspect identified
3d23775f56df41775d730a97c7f08f5c6789dcfe9fa07d814578ebf1d2bb79bf,2017-03,Humberside Police,Humberside Police,-0.310184,53.789391,On or near OAKINGTON GARTH,E01012784,Kingston upon Hull 004C,Investigation complete; no suspect identified
69a8a4a9dfee07a832b4832448592e50a9683b753fb42918b13186f51a7cc883,2017-03,Humberside Police,Humberside Police,-0.423872,53.746425,On or near BROMPTON CLOSE,E01013106,East Riding of Yorkshire 043E,Investigation complete; no suspect identified
fca495c51002b0e3ca74434295f354bd010e875582ff7ab4321af1a5e1bc8fd6,2017-03,Humberside Police,Humberside Police,-0.915510,53.706076,On or near RAWCLIFFE ROAD,E01013074,East Riding of Yorkshire 040E,Investigation complete; no suspect identified
c475d894c14a1882922db1bda7bbdab969ce826cb2f0180e7cc4eac2bd981852,2017-03,Humberside Police,Humberside Police,-0.318609,53.755979,On or near ROYSTON GROVE,E01012808,Kingston upon Hull 026B,Investigation complete; no suspect identified
ce0f7740cbba8010c048f11df6d034ea8b2491ddd85a8427a12e4e43f5945462,2017-03,Humberside Police,Humberside Police,-0.324035,53.769809,On or near FOREDYKE AVENUE,E01012817,Kingston upon Hull 016D,Investigation complete; no suspect identified
03007881b5dff9c6bd26612a7f0688b3ad390eebd4cf3b1e5d1049b1ce1d3cc2,2017-03,Humberside Police,Humberside Police,-0.374080,53.786238,On or near 24TH AVENUE,E01012880,Kingston upon Hull 008C,Investigation complete; no suspect identified
2a1631d942f969859e2ac26984f20b1fbecc548233c58c590856233ff30020d4,2017-03,Humberside Police,Humberside Police,-0.318290,53.757521,On or near ALASKA STREET,E01012808,Kingston upon Hull 026B,Investigation complete; no suspect identified
2c0ecb1b5c4f2067d1c0abbf5b132368ba9e08fb223f07fe491f4846eef9c6d2,2017-03,Humberside Police,Humberside Police,-0.374080,53.786238,On or near 24TH AVENUE,E01012880,Kingston upon Hull 008C,Investigation complete; no suspect identified
bec3cb0a3fc686c14703bb0016b95592dbc2651e2eda371b8a1af37b8bfc8d43,2017-03,Humberside Police,Humberside Police,-0.301873,53.753101,On or near ROSMEAD STREET,E01012900,Kingston upon Hull 022C,Investigation complete; no suspect identified
1a1c3a366f0ff1b93950589d25d2618c2c974fd01b518d071dce0ba6abb18a7a,2017-03,Humberside Police,Humberside Police,-0.297383,53.755365,On or near ROSEDALE AVENUE,E01012899,Kingston upon Hull 022B,Investigation complete; no suspect identified
11df92ba0815a0e53eeecd12a2527a75dd92e16ed46315c1c5cb86975f5ed578,2017-03,Humberside Police,Humberside Police,-0.090370,53.561341,On or near BRIGHOWGATE,E01013187,North East Lincolnshire 008A,Investigation complete; no suspect identified
c7114f17bf277d0d7a7a98fc2b1b09c2308dc2b9d712022eaa87d9a1af5dfd31,2017-03,Humberside Police,Humberside Police,-0.651401,53.567751,On or near BELMONT STREET,E01013239,North Lincolnshire 017B,Investigation complete; no suspect identified
55d715f97de98a8d1bb8d9c0e56c0acd9c1da8c025dcbb7af5155c47779248db,2017-03,Humberside Police,Humberside Police,-0.084267,53.568750,On or near Parking Area,E01013222,North East Lincolnshire 003E,Investigation complete; no suspect identified
240771c947b80cd7f4bfc0b4dcb38273785a8d14141b3b32440ccf2c3b2e6063,2017-03,Humberside Police,Humberside Police,-0.447441,53.810078,On or near A164,E01012965,East Riding of Yorkshire 024B,Investigation complete; no suspect identified
29fcd7aee1914dc588055eb89d61dfa514f0bf0d8cf6c75322fb79260dd11839,2017-03,Humberside Police,Humberside Police,-0.355337,53.764013,On or near GRAFTON STREET,E01012872,Kingston upon Hull 015E,Investigation complete; no suspect identified
a4505ab110a6cd5a12fc6daf934e4900441be24799b75ecbde253ca9631435f3,2017-03,Humberside Police,Humberside Police,-0.087781,53.568177,On or near SOUTH PARADE,E01013222,North East Lincolnshire 003E,Investigation complete; no suspect identified
6a391dbefcfa65f303e5f04bcb987a2385748917d23f5982a754ae166eeb8ae8,2017-03,Humberside Police,Humberside Police,-0.296614,53.760883,On or near LODGE STREET,E01012901,Kingston upon Hull 020E,Investigation complete; no suspect identified
6e59038f8b8639e57b599af9b3047cb1ff9c26d766fd0ad05612a1721eed94cc,2017-03,Humberside Police,Humberside Police,-0.294935,53.760760,On or near SOUTHCOATES AVENUE,E01012901,Kingston upon Hull 020E,Investigation complete; no suspect identified
2bbd2346f84d19abae7bd55579550de762e6b66d17b82d54b361a0725d18d029,2017-03,Humberside Police,Humberside Police,-0.653850,53.588579,On or near OSWALD ROAD,E01013330,North Lincolnshire 008D,Investigation complete; no suspect identified
5ccd19358dc2d57acdffd160b6ab2dbd289b6399a4db22e9ffaef337d46b8633,2017-03,Humberside Police,Humberside Police,-0.652750,53.595605,On or near MULGRAVE STREET,E01013300,North Lincolnshire 007B,Investigation complete; no suspect identified
a6d2c5285447afad46e9e67cc1dc62877cabfdac49dcfece3e89a432e68406f8,2017-03,Humberside Police,Humberside Police,-0.879117,53.711368,On or near OXFORD ROAD,E01012994,East Riding of Yorkshire 041A,Investigation complete; no suspect identified
6755d28eb48b4e8141cb6cd1e34db0069a8c5b2a8b04d8a0b5be7172b6ae68e9,2017-03,Humberside Police,Humberside Police,-0.971146,53.689632,On or near MILL LANE,E01013072,East Riding of Yorkshire 042A,Investigation complete; no suspect identified
6a68fb30d8ec9db08f72d2b765154970f5e35f72cb227a1dcdc407f2ad80821e,2017-03,Humberside Police,Humberside Police,-0.171925,53.542326,On or near THE MEAD,E01013224,North East Lincolnshire 007C,Investigation complete; no suspect identified
2120752831746e208c20ba275022447702847d7c9795f0a8804ea8ea20221415,2017-03,Humberside Police,Humberside Police,-0.318790,53.794366,On or near GATWICK GARTH,E01012783,Kingston upon Hull 004B,Investigation complete; no suspect identified
13c8ee245aee435f9495dbe07c650cac8161c479f172892d4f9b6cd4912683e7,2017-03,Humberside Police,Humberside Police,-0.382735,53.773528,On or near WELTON GROVE,E01012913,Kingston upon Hull 014E,Investigation complete; no suspect identified
961ec22e2ff4107d4b9cbb1c79c9e81ac2fa326dfbc101c35596736189474dea,2017-03,Humberside Police,Humberside Police,-0.678881,53.579447,On or near DARTMOUTH ROAD,E01013285,North Lincolnshire 012B,Investigation complete; no suspect identified
6682f1fa2883ae324a7508a15d3828d7c8907eefe058fa9f12490f948edf4557,2017-03,Humberside Police,Humberside Police,-0.402512,53.843727,On or near OLDBECK ROAD,E01013037,East Riding of Yorkshire 019B,Investigation complete; no suspect identified
c12e0d2a843c22348bb3e983b6cef695c5a094b2276620585c6141f7dfe1df96,2017-03,Humberside Police,Humberside Police,-0.255618,53.756607,On or near STOCKBRIDGE AVENUE,E01012846,Kingston upon Hull 021D,Investigation complete; no suspect identified
56b3adb54224007ab42b7539b8d92305dd0cf6e6cef5868beb935da11f0aa3fa,2017-03,Humberside Police,Humberside Police,-0.290734,53.759612,On or near SAINTS CLOSE,E01012896,Kingston upon Hull 020D,Investigation complete; no suspect identified
8f761a5eb8b6d746b7f568b76c26d9fad981ea1124b23cb53986b941855633a7,2017-03,Humberside Police,Humberside Police,-0.251029,53.941672,On or near BILLINGS LANE,E01013048,East Riding of Yorkshire 010D,Investigation complete; no suspect identified
112ab3aa6a194fb25e8e45eb2cf1b9ac75dbd88c432b436889e9c997bb625997,2017-03,Humberside Police,Humberside Police,-0.276283,53.764278,On or near WILFLETE COURT,E01012849,Kingston upon Hull 017C,Investigation complete; no suspect identified
4f74149ce89564bf9f2a282eddcb769705e85f0eddca3abf6b9a222562cf3346,2017-03,Humberside Police,Humberside Police,-0.288987,53.771597,On or near Supermarket,E01012823,Kingston upon Hull 011B,Investigation complete; no suspect identified
b166b9f551b13dc22062886d0f38a34af3542155e2a27830d68071de5bf93adf,2017-03,Humberside Police,Humberside Police,-0.345339,53.760172,On or near THISTLETON GARDENS,E01012867,Kingston upon Hull 024E,Investigation complete; no suspect identified
516918c91e9103f215c46dbfae44b9eefeb7a93fb072cfd0e1ee648e99d2da20,2017-03,Humberside Police,Humberside Police,-0.435642,53.683880,On or near BECK HILL,E01013255,North Lincolnshire 001B,Investigation complete; no suspect identified
1fb43cca18c1b781188ef036adba912e545b08f9ebeee98b6a47920dc8b46e56,2017-03,Humberside Police,Humberside Police,-0.595346,53.654794,On or near CHAPEL LANE,E01013288,North Lincolnshire 003A,Investigation complete; no suspect identified
